@relation UserTransaction
@attribute userId numeric
@attribute userCity {Pune,Mumbai,Chennai,Kolkatta,Delhi}
@attribute transactionType {HDFC,ICICI,SBI,HSBC,BARCLAYS}
@attribute userAge {LessTwenty,Twenties,Thirties,Forties,FortyPlus}
@data
420,Mumbai,SBI,LessTwenty
151,Chennai,SBI,Thirties
117,Kolkatta,HDFC,FortyPlus
397,Delhi,ICICI,Thirties
650,Delhi,SBI,Thirties
462,Chennai,SBI,Forties
417,Mumbai,ICICI,Thirties
133,Mumbai,SBI,Forties
92,Kolkatta,ICICI,Twenties
677,Kolkatta,SBI,FortyPlus
448,Delhi,SBI,Twenties
546,Mumbai,SBI,FortyPlus
84,Pune,HSBC,Thirties
565,Chennai,HDFC,Thirties
44,Kolkatta,ICICI,Forties
68,Kolkatta,HSBC,FortyPlus
542,Chennai,HSBC,Twenties
546,Mumbai,SBI,FortyPlus
397,Mumbai,ICICI,Thirties
387,Mumbai,HDFC,FortyPlus
21,Mumbai,ICICI,Forties
283,Kolkatta,ICICI,Thirties
186,Pune,SBI,Forties
126,Mumbai,SBI,Twenties
540,Pune,SBI,Twenties
483,Pune,ICICI,FortyPlus
714,Mumbai,ICICI,LessTwenty
366,Kolkatta,ICICI,FortyPlus
178,Delhi,ICICI,Forties
264,Chennai,HDFC,Thirties
47,Chennai,HSBC,LessTwenty
225,Kolkatta,ICICI,FortyPlus
315,Pune,ICICI,Thirties
94,Mumbai,SBI,LessTwenty
675,Pune,HDFC,LessTwenty
10,Pune,ICICI,FortyPlus
616,Delhi,SBI,Thirties
206,Pune,HDFC,FortyPlus
494,Delhi,HDFC,Thirties
162,Kolkatta,HDFC,Twenties
55,Mumbai,SBI,Twenties
385,Kolkatta,SBI,FortyPlus
705,Delhi,HDFC,Forties
194,Chennai,HDFC,Thirties
204,Pune,ICICI,FortyPlus
210,Mumbai,HSBC,Forties
413,Chennai,HDFC,LessTwenty
241,Kolkatta,ICICI,LessTwenty
136,Kolkatta,SBI,Twenties
29,Chennai,HSBC,LessTwenty
621,Chennai,HDFC,Twenties
257,Pune,SBI,FortyPlus
6,Chennai,HDFC,Forties
570,Mumbai,SBI,LessTwenty
15,Pune,HDFC,LessTwenty
284,Delhi,HSBC,Forties
509,Pune,SBI,LessTwenty
404,Chennai,SBI,LessTwenty
177,Pune,ICICI,Forties
141,Delhi,HSBC,Thirties
337,Pune,SBI,Thirties
358,Mumbai,ICICI,Forties
484,Delhi,HSBC,Forties
694,Kolkatta,HSBC,FortyPlus
419,Pune,ICICI,FortyPlus
372,Kolkatta,HSBC,Twenties
520,Pune,HSBC,Twenties
499,Delhi,SBI,Forties
21,Chennai,ICICI,Forties
454,Pune,ICICI,LessTwenty
664,Kolkatta,ICICI,Forties
365,Pune,ICICI,Forties
179,Pune,HSBC,FortyPlus
440,Chennai,HSBC,Forties
127,Mumbai,HSBC,FortyPlus
718,Mumbai,HDFC,Twenties
115,Chennai,SBI,LessTwenty
642,Pune,HSBC,Thirties
142,Mumbai,HDFC,Forties
128,Kolkatta,ICICI,Twenties
248,Kolkatta,HDFC,Forties
239,Delhi,HDFC,Forties
24,Kolkatta,ICICI,LessTwenty
322,Pune,HSBC,Forties
112,Chennai,ICICI,Thirties
477,Delhi,ICICI,Thirties
592,Delhi,HDFC,Thirties
590,Delhi,SBI,FortyPlus
150,Pune,ICICI,FortyPlus
321,Delhi,HDFC,LessTwenty
353,Chennai,ICICI,FortyPlus
543,Kolkatta,ICICI,LessTwenty
703,Chennai,HDFC,LessTwenty
1,Mumbai,HSBC,Forties
359,Pune,ICICI,Forties
274,Mumbai,HDFC,FortyPlus
685,Mumbai,ICICI,Thirties
191,Kolkatta,SBI,Twenties
167,Pune,ICICI,LessTwenty
411,Pune,HSBC,LessTwenty
353,Mumbai,SBI,FortyPlus
340,Delhi,SBI,Twenties
345,Mumbai,HSBC,FortyPlus
401,Delhi,HSBC,Twenties
627,Mumbai,HDFC,Twenties
602,Kolkatta,ICICI,Twenties
99,Chennai,ICICI,Forties
47,Chennai,ICICI,LessTwenty
421,Kolkatta,HSBC,Forties
553,Chennai,HSBC,Twenties
699,Kolkatta,HSBC,FortyPlus
631,Delhi,HDFC,LessTwenty
606,Kolkatta,ICICI,Thirties
390,Delhi,HSBC,LessTwenty
488,Mumbai,SBI,Forties
624,Delhi,SBI,FortyPlus
127,Kolkatta,HSBC,FortyPlus
551,Delhi,HDFC,Forties
656,Kolkatta,HDFC,FortyPlus
451,Mumbai,HDFC,LessTwenty
725,Mumbai,HDFC,Forties
705,Mumbai,HSBC,Forties
153,Chennai,HSBC,LessTwenty
701,Mumbai,SBI,LessTwenty
293,Kolkatta,SBI,Forties
222,Kolkatta,HDFC,Forties
501,Kolkatta,HSBC,LessTwenty
132,Kolkatta,HSBC,LessTwenty
116,Chennai,ICICI,LessTwenty
366,Pune,ICICI,FortyPlus
107,Pune,HDFC,FortyPlus
372,Chennai,SBI,Twenties
448,Delhi,ICICI,Twenties
77,Pune,HDFC,Twenties
285,Mumbai,SBI,Forties
76,Chennai,SBI,LessTwenty
483,Kolkatta,HSBC,FortyPlus
532,Chennai,HSBC,FortyPlus
52,Delhi,HSBC,Thirties
324,Delhi,ICICI,Thirties
107,Chennai,HDFC,FortyPlus
265,Delhi,HSBC,Forties
288,Pune,HDFC,Forties
483,Mumbai,SBI,FortyPlus
516,Chennai,HSBC,FortyPlus
533,Chennai,HSBC,Twenties
97,Delhi,HSBC,LessTwenty
8,Kolkatta,ICICI,Thirties
505,Delhi,ICICI,LessTwenty
256,Delhi,SBI,Forties
485,Delhi,HSBC,Thirties
135,Mumbai,SBI,Thirties
397,Chennai,HSBC,Thirties
259,Mumbai,SBI,FortyPlus
190,Pune,SBI,Forties
703,Pune,ICICI,LessTwenty
287,Delhi,ICICI,LessTwenty
609,Pune,HDFC,Thirties
338,Delhi,HDFC,Twenties
12,Pune,SBI,Twenties
680,Mumbai,HSBC,Twenties
504,Chennai,SBI,FortyPlus
436,Pune,SBI,Thirties
623,Mumbai,HSBC,Twenties
541,Kolkatta,HSBC,FortyPlus
313,Chennai,HSBC,LessTwenty
700,Pune,ICICI,FortyPlus
725,Mumbai,HDFC,Forties
670,Pune,HDFC,LessTwenty
274,Kolkatta,HSBC,FortyPlus
639,Kolkatta,HDFC,LessTwenty
548,Mumbai,HDFC,FortyPlus
168,Chennai,HSBC,Forties
434,Pune,SBI,Twenties
532,Mumbai,HSBC,FortyPlus
101,Chennai,HDFC,LessTwenty
82,Pune,HSBC,FortyPlus
524,Kolkatta,HSBC,Thirties
583,Mumbai,ICICI,Forties
716,Kolkatta,SBI,Twenties
411,Delhi,HSBC,LessTwenty
18,Chennai,ICICI,FortyPlus
420,Delhi,HDFC,LessTwenty
495,Mumbai,HDFC,Forties
730,Chennai,HDFC,Forties
718,Pune,HDFC,Twenties
282,Kolkatta,HSBC,Thirties
244,Kolkatta,HDFC,Forties
407,Mumbai,SBI,Forties
565,Kolkatta,HSBC,Thirties
370,Pune,HDFC,Forties
269,Pune,HSBC,LessTwenty
336,Pune,HDFC,FortyPlus
20,Chennai,ICICI,LessTwenty
153,Chennai,ICICI,LessTwenty
483,Pune,ICICI,FortyPlus
107,Chennai,SBI,FortyPlus
473,Delhi,ICICI,Forties
280,Pune,ICICI,Thirties
410,Pune,HSBC,Thirties
230,Mumbai,HSBC,Twenties
637,Kolkatta,HSBC,Thirties
583,Pune,SBI,Forties
22,Delhi,ICICI,Forties
672,Pune,HDFC,LessTwenty
645,Kolkatta,HDFC,FortyPlus
157,Chennai,HDFC,Thirties
715,Pune,SBI,FortyPlus
671,Chennai,HSBC,Twenties
252,Kolkatta,HDFC,FortyPlus
660,Mumbai,HDFC,FortyPlus
535,Chennai,ICICI,Thirties
114,Kolkatta,ICICI,Twenties
593,Delhi,HSBC,Forties
499,Kolkatta,HDFC,Forties
660,Chennai,SBI,FortyPlus
460,Pune,HDFC,Twenties
673,Kolkatta,ICICI,FortyPlus
642,Kolkatta,ICICI,Thirties
155,Kolkatta,HDFC,Twenties
671,Kolkatta,SBI,Twenties
160,Chennai,HSBC,FortyPlus
646,Pune,ICICI,Twenties
29,Pune,SBI,LessTwenty
641,Kolkatta,HSBC,Thirties
629,Pune,HSBC,LessTwenty
31,Kolkatta,HSBC,Forties
227,Chennai,HSBC,FortyPlus
621,Chennai,HSBC,Twenties
525,Pune,ICICI,FortyPlus
649,Pune,ICICI,FortyPlus
632,Kolkatta,HDFC,FortyPlus
305,Delhi,HSBC,Thirties
307,Delhi,SBI,Forties
700,Pune,HSBC,FortyPlus
540,Pune,SBI,Twenties
81,Kolkatta,SBI,FortyPlus
231,Pune,HDFC,FortyPlus
561,Pune,SBI,Forties
128,Mumbai,HDFC,Twenties
128,Mumbai,ICICI,Twenties
237,Chennai,SBI,LessTwenty
272,Pune,SBI,LessTwenty
322,Pune,SBI,Forties
351,Delhi,HDFC,Twenties
63,Kolkatta,ICICI,Forties
332,Delhi,SBI,Thirties
700,Pune,ICICI,FortyPlus
487,Mumbai,HDFC,LessTwenty
433,Mumbai,ICICI,Forties
539,Pune,ICICI,Forties
350,Kolkatta,SBI,FortyPlus
149,Kolkatta,HSBC,FortyPlus
296,Chennai,HDFC,FortyPlus
553,Mumbai,ICICI,Twenties
153,Delhi,HDFC,LessTwenty
223,Pune,HSBC,LessTwenty
245,Delhi,HSBC,Twenties
88,Kolkatta,HSBC,Forties
230,Pune,HDFC,Twenties
61,Chennai,ICICI,Twenties
602,Delhi,HDFC,Twenties
379,Mumbai,HSBC,Twenties
413,Pune,HDFC,LessTwenty
551,Mumbai,HDFC,Forties
413,Kolkatta,HSBC,LessTwenty
721,Pune,HSBC,Thirties
469,Mumbai,HSBC,LessTwenty
519,Mumbai,HSBC,LessTwenty
198,Pune,HDFC,LessTwenty
94,Kolkatta,HDFC,LessTwenty
526,Delhi,ICICI,Twenties
376,Pune,HDFC,LessTwenty
431,Kolkatta,HDFC,Twenties
61,Kolkatta,HSBC,Twenties
674,Kolkatta,HSBC,FortyPlus
143,Chennai,HDFC,LessTwenty
650,Mumbai,HSBC,Thirties
34,Pune,SBI,LessTwenty
239,Chennai,HDFC,Forties
65,Mumbai,HSBC,FortyPlus
733,Chennai,SBI,Forties
357,Kolkatta,HSBC,FortyPlus
78,Kolkatta,HDFC,Forties
705,Pune,SBI,Forties
415,Kolkatta,HSBC,Thirties
551,Mumbai,ICICI,Forties
721,Chennai,ICICI,Thirties
171,Delhi,HDFC,LessTwenty
186,Pune,HDFC,Forties
707,Delhi,ICICI,Thirties
638,Mumbai,HSBC,Twenties
413,Chennai,HDFC,LessTwenty
212,Pune,SBI,Thirties
268,Kolkatta,HSBC,LessTwenty
705,Pune,HDFC,Forties
453,Pune,SBI,Twenties
224,Mumbai,SBI,LessTwenty
692,Kolkatta,HSBC,Twenties
604,Chennai,HSBC,Twenties
336,Pune,HDFC,FortyPlus
108,Mumbai,SBI,FortyPlus
61,Mumbai,HSBC,Twenties
338,Pune,HSBC,Twenties
155,Chennai,HSBC,Twenties
584,Kolkatta,HDFC,FortyPlus
33,Chennai,SBI,Forties
222,Chennai,ICICI,Forties
624,Chennai,HSBC,FortyPlus
254,Mumbai,HSBC,LessTwenty
427,Mumbai,HDFC,LessTwenty
515,Chennai,HSBC,Thirties
207,Kolkatta,HDFC,Twenties
310,Kolkatta,HDFC,FortyPlus
142,Kolkatta,ICICI,Forties
78,Pune,SBI,Forties
191,Pune,HDFC,Twenties
411,Pune,HDFC,LessTwenty
634,Chennai,HDFC,Twenties
342,Delhi,ICICI,Thirties
554,Mumbai,ICICI,LessTwenty
514,Mumbai,ICICI,Thirties
45,Pune,SBI,Thirties
503,Pune,ICICI,Thirties
314,Pune,HSBC,FortyPlus
596,Pune,HSBC,Twenties
351,Chennai,HDFC,Twenties
83,Mumbai,ICICI,Thirties
553,Mumbai,HDFC,Twenties
68,Kolkatta,SBI,FortyPlus
36,Kolkatta,HDFC,Twenties
696,Chennai,HDFC,Thirties
18,Mumbai,SBI,FortyPlus
132,Kolkatta,SBI,LessTwenty
673,Kolkatta,HSBC,FortyPlus
534,Pune,ICICI,Thirties
149,Pune,ICICI,FortyPlus
410,Mumbai,SBI,Thirties
282,Kolkatta,HDFC,Thirties
129,Chennai,HSBC,FortyPlus
642,Chennai,ICICI,Thirties
573,Mumbai,ICICI,LessTwenty
374,Pune,SBI,Thirties
515,Kolkatta,HDFC,Thirties
314,Delhi,SBI,FortyPlus
13,Chennai,HDFC,FortyPlus
402,Mumbai,HSBC,Twenties
105,Mumbai,HDFC,Forties
341,Chennai,HDFC,Thirties
315,Kolkatta,HSBC,Thirties
429,Pune,ICICI,LessTwenty
392,Mumbai,HSBC,LessTwenty
488,Kolkatta,HDFC,Forties
110,Mumbai,HDFC,FortyPlus
118,Kolkatta,HDFC,Twenties
198,Delhi,HSBC,LessTwenty
541,Delhi,ICICI,FortyPlus
342,Pune,SBI,Thirties
481,Delhi,HSBC,FortyPlus
167,Pune,HSBC,LessTwenty
734,Pune,HSBC,LessTwenty
687,Mumbai,HSBC,FortyPlus
171,Mumbai,ICICI,LessTwenty
414,Delhi,ICICI,Twenties
486,Delhi,HDFC,LessTwenty
702,Chennai,ICICI,Twenties
489,Mumbai,HSBC,FortyPlus
89,Delhi,ICICI,Forties
452,Pune,SBI,FortyPlus
43,Chennai,SBI,Twenties
736,Chennai,SBI,Forties
432,Kolkatta,HSBC,LessTwenty
451,Kolkatta,HSBC,LessTwenty
248,Kolkatta,SBI,Forties
732,Chennai,HSBC,FortyPlus
263,Mumbai,SBI,Twenties
53,Mumbai,HSBC,Twenties
659,Mumbai,SBI,Twenties
518,Kolkatta,SBI,FortyPlus
137,Pune,HDFC,Thirties
251,Kolkatta,ICICI,Forties
171,Mumbai,ICICI,LessTwenty
686,Chennai,HDFC,LessTwenty
674,Chennai,HDFC,FortyPlus
286,Delhi,ICICI,LessTwenty
372,Chennai,ICICI,Twenties
411,Chennai,SBI,LessTwenty
274,Kolkatta,HSBC,FortyPlus
714,Mumbai,SBI,LessTwenty
714,Mumbai,SBI,LessTwenty
466,Mumbai,HSBC,LessTwenty
21,Delhi,ICICI,Forties
114,Kolkatta,HDFC,Twenties
240,Kolkatta,HDFC,FortyPlus
623,Delhi,SBI,Twenties
112,Pune,SBI,Thirties
376,Chennai,HDFC,LessTwenty
535,Chennai,HDFC,Thirties
681,Pune,SBI,Forties
303,Kolkatta,HDFC,Twenties
553,Mumbai,HSBC,Twenties
49,Pune,HDFC,LessTwenty
430,Kolkatta,HDFC,Twenties
623,Pune,HDFC,Twenties
539,Mumbai,SBI,Forties
189,Mumbai,HSBC,FortyPlus
219,Delhi,ICICI,FortyPlus
91,Delhi,ICICI,Thirties
188,Pune,HDFC,Thirties
703,Chennai,SBI,LessTwenty
143,Pune,HDFC,LessTwenty
683,Mumbai,SBI,Twenties
581,Kolkatta,SBI,Forties
281,Chennai,HSBC,FortyPlus
504,Pune,HDFC,FortyPlus
736,Mumbai,SBI,Forties
63,Delhi,ICICI,Forties
559,Delhi,SBI,FortyPlus
49,Delhi,SBI,LessTwenty
542,Mumbai,ICICI,Twenties
116,Mumbai,ICICI,LessTwenty
717,Kolkatta,HSBC,Forties
384,Chennai,HDFC,Twenties
12,Pune,ICICI,Twenties
291,Delhi,ICICI,LessTwenty
78,Mumbai,HSBC,Forties
300,Kolkatta,HSBC,FortyPlus
261,Delhi,HSBC,Thirties
227,Pune,ICICI,FortyPlus
28,Pune,SBI,LessTwenty
8,Pune,SBI,Thirties
634,Delhi,ICICI,Twenties
355,Pune,HSBC,Thirties
168,Pune,SBI,Forties
65,Pune,ICICI,FortyPlus
467,Mumbai,HSBC,LessTwenty
595,Mumbai,HDFC,LessTwenty
509,Pune,HDFC,LessTwenty
248,Mumbai,SBI,Forties
215,Chennai,HDFC,Forties
185,Mumbai,SBI,Forties
479,Chennai,ICICI,Forties
101,Mumbai,HSBC,LessTwenty
459,Pune,SBI,FortyPlus
293,Delhi,SBI,Forties
402,Mumbai,ICICI,Twenties
250,Delhi,HSBC,Thirties
580,Kolkatta,SBI,Thirties
517,Delhi,HDFC,LessTwenty
650,Chennai,HDFC,Thirties
692,Chennai,HDFC,Twenties
77,Pune,ICICI,Twenties
530,Mumbai,HDFC,Thirties
201,Delhi,ICICI,Forties
586,Delhi,HSBC,Forties
286,Delhi,ICICI,LessTwenty
674,Delhi,SBI,FortyPlus
474,Pune,HSBC,Twenties
441,Pune,HDFC,Thirties
624,Mumbai,HDFC,FortyPlus
20,Delhi,HDFC,LessTwenty
244,Chennai,ICICI,Forties
374,Chennai,HDFC,Thirties
414,Pune,HDFC,Twenties
2,Chennai,HDFC,FortyPlus
168,Delhi,HDFC,Forties
620,Delhi,SBI,Twenties
252,Kolkatta,HDFC,FortyPlus
388,Pune,ICICI,Twenties
658,Delhi,ICICI,Forties
250,Kolkatta,ICICI,Thirties
550,Chennai,HSBC,Forties
305,Chennai,HDFC,Thirties
245,Kolkatta,HDFC,Twenties
193,Kolkatta,HDFC,FortyPlus
72,Kolkatta,ICICI,Twenties
603,Chennai,HDFC,Twenties
107,Pune,SBI,FortyPlus
267,Chennai,SBI,Thirties
11,Kolkatta,ICICI,FortyPlus
155,Delhi,ICICI,Twenties
443,Delhi,HDFC,FortyPlus
672,Pune,HSBC,LessTwenty
581,Chennai,HSBC,Forties
596,Pune,SBI,Twenties
429,Pune,HDFC,LessTwenty
356,Mumbai,HSBC,Forties
713,Pune,ICICI,Forties
550,Delhi,HSBC,Forties
242,Pune,HSBC,Twenties
482,Kolkatta,SBI,Thirties
199,Kolkatta,HSBC,Forties
142,Delhi,ICICI,Forties
290,Mumbai,ICICI,FortyPlus
449,Delhi,SBI,Forties
199,Kolkatta,HDFC,Forties
516,Kolkatta,ICICI,FortyPlus
365,Mumbai,HSBC,Forties
25,Kolkatta,ICICI,Thirties
35,Chennai,SBI,FortyPlus
731,Kolkatta,SBI,LessTwenty
449,Mumbai,SBI,Forties
325,Delhi,HDFC,Thirties
631,Pune,HDFC,LessTwenty
489,Mumbai,HSBC,FortyPlus
116,Mumbai,ICICI,LessTwenty
175,Pune,SBI,FortyPlus
711,Pune,HSBC,FortyPlus
608,Pune,HDFC,Thirties
167,Pune,ICICI,LessTwenty
42,Pune,HSBC,Forties
525,Mumbai,SBI,FortyPlus
454,Kolkatta,SBI,LessTwenty
409,Delhi,HDFC,Forties
86,Delhi,ICICI,FortyPlus
651,Kolkatta,ICICI,FortyPlus
193,Kolkatta,HDFC,FortyPlus
460,Pune,ICICI,Twenties
510,Pune,HDFC,Thirties
610,Chennai,ICICI,LessTwenty
242,Chennai,HDFC,Twenties
317,Mumbai,HDFC,Thirties
413,Pune,ICICI,LessTwenty
26,Mumbai,ICICI,Forties
576,Pune,ICICI,Thirties
722,Mumbai,SBI,FortyPlus
476,Delhi,SBI,Forties
201,Delhi,SBI,Forties
23,Pune,SBI,Thirties
106,Mumbai,SBI,FortyPlus
600,Pune,SBI,Thirties
231,Delhi,HSBC,FortyPlus
724,Mumbai,HDFC,LessTwenty
90,Chennai,HSBC,FortyPlus
512,Kolkatta,HSBC,Twenties
618,Chennai,HDFC,FortyPlus
725,Mumbai,HDFC,Forties
48,Delhi,HSBC,FortyPlus
298,Delhi,SBI,Thirties
12,Delhi,ICICI,Twenties
640,Kolkatta,SBI,Forties
315,Chennai,HDFC,Thirties
415,Chennai,ICICI,Thirties
274,Pune,HSBC,FortyPlus
501,Pune,HSBC,LessTwenty
23,Chennai,HDFC,Thirties
622,Mumbai,SBI,Thirties
586,Mumbai,ICICI,Forties
73,Delhi,HSBC,LessTwenty
594,Delhi,ICICI,Twenties
401,Delhi,ICICI,Twenties
150,Kolkatta,HSBC,FortyPlus
429,Pune,HDFC,LessTwenty
308,Chennai,HSBC,FortyPlus
432,Delhi,ICICI,LessTwenty
218,Chennai,HSBC,Twenties
342,Mumbai,HSBC,Thirties
566,Chennai,HDFC,Forties
242,Mumbai,HDFC,Twenties
412,Pune,ICICI,Forties
95,Mumbai,HDFC,Twenties
633,Chennai,ICICI,Twenties
207,Chennai,HDFC,Twenties
252,Kolkatta,ICICI,FortyPlus
68,Pune,HDFC,FortyPlus
716,Pune,HSBC,Twenties
587,Mumbai,ICICI,Thirties
95,Pune,ICICI,Twenties
176,Pune,HDFC,FortyPlus
128,Delhi,HSBC,Twenties
423,Delhi,HSBC,Twenties
394,Kolkatta,ICICI,FortyPlus
86,Delhi,HSBC,FortyPlus
544,Chennai,ICICI,Thirties
91,Delhi,HSBC,Thirties
365,Kolkatta,HSBC,Forties
436,Mumbai,SBI,Thirties
453,Kolkatta,ICICI,Twenties
408,Delhi,HSBC,Forties
319,Kolkatta,SBI,Twenties
120,Pune,ICICI,Forties
266,Mumbai,ICICI,FortyPlus
646,Pune,ICICI,Twenties
273,Kolkatta,ICICI,Thirties
59,Delhi,HSBC,Twenties
586,Chennai,SBI,Forties
434,Mumbai,ICICI,Twenties
72,Pune,SBI,Twenties
716,Mumbai,SBI,Twenties
673,Pune,HDFC,FortyPlus
326,Mumbai,HDFC,Forties
198,Chennai,HSBC,LessTwenty
10,Kolkatta,ICICI,FortyPlus
205,Kolkatta,HDFC,Twenties
140,Delhi,HDFC,Forties
439,Mumbai,SBI,Forties
84,Kolkatta,HSBC,Thirties
379,Mumbai,SBI,Twenties
236,Delhi,HSBC,FortyPlus
143,Chennai,ICICI,LessTwenty
270,Delhi,SBI,FortyPlus
199,Delhi,HDFC,Forties
80,Delhi,HDFC,LessTwenty
190,Kolkatta,SBI,Forties
699,Delhi,HSBC,FortyPlus
133,Chennai,ICICI,Forties
441,Pune,HSBC,Thirties
736,Pune,ICICI,Forties
536,Kolkatta,SBI,Twenties
507,Kolkatta,HSBC,Thirties
347,Pune,SBI,Forties
147,Chennai,HSBC,Forties
438,Mumbai,HSBC,LessTwenty
499,Kolkatta,SBI,Forties
634,Chennai,ICICI,Twenties
188,Delhi,ICICI,Thirties
172,Chennai,ICICI,Thirties
274,Kolkatta,HDFC,FortyPlus
411,Delhi,ICICI,LessTwenty
628,Chennai,HSBC,Twenties
521,Chennai,SBI,Forties
15,Pune,ICICI,LessTwenty
342,Mumbai,HDFC,Thirties
465,Delhi,SBI,Twenties
91,Pune,HSBC,Thirties
693,Pune,HSBC,Forties
131,Kolkatta,ICICI,Thirties
564,Delhi,ICICI,Forties
537,Delhi,ICICI,Twenties
511,Delhi,HSBC,Twenties
365,Kolkatta,ICICI,Forties
259,Kolkatta,ICICI,FortyPlus
399,Pune,HDFC,Thirties
603,Kolkatta,ICICI,Twenties
563,Delhi,ICICI,FortyPlus
302,Delhi,SBI,Twenties
168,Mumbai,HSBC,Forties
331,Chennai,SBI,Forties
33,Delhi,SBI,Forties
137,Pune,SBI,Thirties
461,Kolkatta,ICICI,Thirties
202,Kolkatta,ICICI,LessTwenty
44,Chennai,HDFC,Forties
96,Mumbai,HDFC,LessTwenty
594,Chennai,HDFC,Twenties
68,Pune,HSBC,FortyPlus
188,Pune,HDFC,Thirties
654,Mumbai,HDFC,Twenties
420,Kolkatta,SBI,LessTwenty
702,Pune,SBI,Twenties
347,Mumbai,HSBC,Forties
403,Mumbai,HDFC,Twenties
148,Kolkatta,HSBC,Thirties
491,Kolkatta,HSBC,Thirties
152,Kolkatta,HSBC,Twenties
682,Delhi,ICICI,Twenties
18,Pune,HDFC,FortyPlus
242,Delhi,HSBC,Twenties
203,Chennai,HSBC,Thirties
264,Mumbai,HDFC,Thirties
364,Pune,HDFC,Forties
597,Delhi,HSBC,Forties
383,Pune,HSBC,Thirties
304,Kolkatta,HSBC,Twenties
251,Pune,HSBC,Forties
281,Mumbai,HDFC,FortyPlus
312,Kolkatta,SBI,Forties
635,Chennai,HDFC,FortyPlus
170,Delhi,ICICI,LessTwenty
33,Delhi,HDFC,Forties
387,Mumbai,HDFC,FortyPlus
150,Pune,HDFC,FortyPlus
342,Kolkatta,HSBC,Thirties
43,Delhi,ICICI,Twenties
422,Chennai,HDFC,Twenties
309,Pune,ICICI,LessTwenty
63,Chennai,HDFC,Forties
46,Pune,HSBC,Forties
72,Chennai,HSBC,Twenties
358,Chennai,HSBC,Forties
53,Mumbai,HSBC,Twenties
110,Pune,SBI,FortyPlus
358,Mumbai,SBI,Forties
319,Mumbai,ICICI,Twenties
727,Delhi,HDFC,Forties
513,Chennai,SBI,Forties
393,Delhi,HSBC,Twenties
63,Chennai,SBI,Forties
490,Kolkatta,HDFC,Forties
10,Pune,ICICI,FortyPlus
58,Mumbai,ICICI,Thirties
470,Delhi,HDFC,LessTwenty
80,Pune,SBI,LessTwenty
29,Pune,HSBC,LessTwenty
416,Mumbai,SBI,Forties
315,Chennai,SBI,Thirties
14,Kolkatta,SBI,Forties
145,Pune,ICICI,FortyPlus
303,Mumbai,HSBC,Twenties
206,Pune,HDFC,FortyPlus
227,Chennai,ICICI,FortyPlus
89,Chennai,HSBC,Forties
431,Delhi,HDFC,Twenties
310,Mumbai,SBI,FortyPlus
406,Chennai,HSBC,Twenties
678,Mumbai,HDFC,LessTwenty
450,Delhi,HDFC,Forties
663,Delhi,SBI,Thirties
362,Chennai,ICICI,FortyPlus
160,Delhi,HDFC,FortyPlus
545,Pune,HSBC,FortyPlus
661,Delhi,ICICI,FortyPlus
627,Mumbai,SBI,Twenties
627,Kolkatta,SBI,Twenties
66,Mumbai,HSBC,Twenties
616,Mumbai,HDFC,Thirties
407,Pune,SBI,Forties
645,Chennai,SBI,FortyPlus
192,Delhi,HDFC,LessTwenty
375,Delhi,HDFC,LessTwenty
50,Kolkatta,ICICI,Forties
416,Mumbai,HDFC,Forties
109,Kolkatta,HSBC,Thirties
700,Chennai,HDFC,FortyPlus
26,Delhi,HDFC,Forties
361,Mumbai,ICICI,Thirties
469,Chennai,SBI,LessTwenty
122,Delhi,HDFC,LessTwenty
529,Chennai,HSBC,Thirties
324,Pune,HSBC,Thirties
700,Mumbai,HDFC,FortyPlus
428,Kolkatta,HDFC,LessTwenty
168,Kolkatta,ICICI,Forties
111,Delhi,HDFC,Thirties
238,Chennai,ICICI,FortyPlus
472,Delhi,HSBC,Thirties
535,Delhi,ICICI,Thirties
55,Chennai,HSBC,Twenties
497,Delhi,SBI,LessTwenty
726,Pune,HDFC,Thirties
643,Chennai,HSBC,Twenties
449,Kolkatta,ICICI,Forties
403,Delhi,ICICI,Twenties
622,Chennai,SBI,Thirties
724,Delhi,ICICI,LessTwenty
558,Pune,ICICI,Twenties
77,Chennai,SBI,Twenties
151,Pune,HDFC,Thirties
610,Delhi,HSBC,LessTwenty
154,Pune,SBI,Twenties
511,Delhi,HDFC,Twenties
49,Delhi,ICICI,LessTwenty
602,Chennai,ICICI,Twenties
322,Kolkatta,SBI,Forties
57,Chennai,HSBC,Forties
436,Chennai,SBI,Thirties
706,Chennai,HDFC,Forties
364,Delhi,ICICI,Forties
257,Chennai,HSBC,FortyPlus
394,Delhi,HSBC,FortyPlus
228,Delhi,SBI,Thirties
735,Mumbai,HDFC,Thirties
542,Mumbai,HDFC,Twenties
231,Chennai,HDFC,FortyPlus
290,Mumbai,HDFC,FortyPlus
624,Chennai,ICICI,FortyPlus
40,Pune,ICICI,FortyPlus
392,Chennai,SBI,LessTwenty
703,Kolkatta,ICICI,LessTwenty
189,Pune,ICICI,FortyPlus
344,Chennai,ICICI,Thirties
72,Mumbai,ICICI,Twenties
213,Chennai,HSBC,Thirties
402,Chennai,SBI,Twenties
323,Mumbai,HDFC,Twenties
353,Mumbai,ICICI,FortyPlus
305,Pune,HSBC,Thirties
47,Chennai,HDFC,LessTwenty
540,Delhi,ICICI,Twenties
100,Kolkatta,ICICI,LessTwenty
414,Kolkatta,HSBC,Twenties
638,Kolkatta,ICICI,Twenties
